page_number	adm_cnty	lg_area	lg_type	admc_unit	g_unit	unmarried	married	widowed	retired	occ_unmarried	occ_married	occ_widowed	i1vi5	i2iv3	iii3	iii4	iii57	iv1hotel	iv1other	iv3char	iv3laundry	iv23other	v234iii2	vii	x110	xi14	xiii	xv	xvi12	xvi3	xvii12	xviii16	xviii16wool	xviii16cotton	xviii16other	xviii7xix1	xix1tailor	xix1milliner	xix1dress	xix1stay	xix1boot	xix1other	xx1	xx1xxii4	xx4coffee	xx4other	others	prop_unmar	prop_mar	prop_wid	prop_marrwid	prop_dom	rec_num
434	HERTFORDSHIRE	Ware	UD	10001158	10025709	1047	1042	231	1654	527	74	65	7	14	9	32	9	3	233	26	29	7	21	6	1	1	1	89	0	0	2	1				24	0	14	47	5	1	0	3	32	8	24	17	503	71	281	109	179	237
434	HERTFORDSHIRE	Watford	UD	10001158	10206224	7579	7942	1398	12015	4071	511	322	50	58	123	232	115	28	1350	106	308	41	204	5	13	41	34	114	1	11	240	14				176	9	92	474	40	4	9	462	230	60	73	187	537	64	230	89	147	238
434	HERTFORDSHIRE	Other Urban Districts	UDA	10001158		3542	3250	753	5268	1864	226	187	23	24	44	100	22	15	1043	102	139	19	43	30	0	1	4	4	2	0	76	7				63	12	32	183	20	1	6	0	97	31	69	65	526	70	248	103	246	239
434	HERTFORDSHIRE	Rural Districts	RDA	10001158		23853	21029	3823	34541	11838	1362	964	165	556	282	834	125	223	6863	317	654	89	238	271	9	4	15	90	5	77	394	199				136	140	73	675	137	29	439	23	411	88	404	199	496	65	252	94	268	240
434	HUNTINGDONSHIRE	HUNTINGDONSHIRE	CTOT	10166585		9495	10633	2124	16644	4385	648	575	74	31	129	404	37	32	2345	228	209	39	42	296	4	0	17	14	2	0	105	32				119	35	48	529	120	4	8	51	302	52	220	80	462	61	271	96	173	241
434	HUNTINGDONSHIRE	Old Fletton	UD	10166585	10135450	758	999	125	1473	335	44	30	1	0	5	21	1	0	81	19	7	0	8	9	0	0	2	1	0	0	1	2				12	6	7	47	97	0	0	40	24	1	8	9	442	44	240	66	74	242
434	HUNTINGDONSHIRE	Ramsey	UD	10166585	10166718	845	1013	142	1494	390	75	41	5	0	15	33	2	2	220	18	11	4	1	56	3	0	2	0	1	0	0	0				5	6	2	48	2	1	2	0	28	2	30	7	462	74	289	100	182	243
434	HUNTINGDONSHIRE	Other Urban Districts	UDA	10166585		2715	2424	649	3877	1490	217	204	20	22	49	113	14	26	698	84	99	19	24	14	0	0	10	13	0	0	86	5				67	18	30	210	13	2	6	6	108	38	79	38	549	90	314	137	215	244
434	HUNTINGDONSHIRE	Rural Districts	RDA	10166585		5177	6197	1208	9800	2170	312	300	48	9	60	237	20	4	1346	107	92	16	9	217	1	0	3	0	1	0	18	25				35	5	9	224	8	1	0	5	142	11	103	26	419	50	248	83	169	245
434	KENT	KENT	CTOT	10073870		199091	187795	37882	302514	95930	15088	11236	1009	2822	3349	6066	1558	3420	50220	3299	7061	1056	2558	2446	152	45	388	859	35	30	2073	564				3269	1456	1495	8364	1168	72	175	568	5669	4211	3341	3456	482	80	297	117	224	246
434	KENT	Ashford	UD	10073870	10001730	2504	2657	543	4188	1204	172	140	11	8	38	110	25	20	496	41	73	27	29	6	0	1	8	2	1	0	39	34				69	5	27	171	9	0	0	3	101	46	49	67	481	65	258	98	155	247
434	KENT	Beckenham	UD	10073870	10135473	8357	5838	1144	9610	5029	368	332	74	39	147	179	82	40	3538	146	215	40	218	11	17	4	20	8	2	1	13	22				108	29	57	348	52	2	9	2	146	31	38	91	602	63	290	100	508	248
434	KENT	Bexley	UD	10073870	10107970	3042	3079	582	4917	1405	222	159	17	11	45	89	25	1	823	60	111	11	64	51	1	1	2	26	1	0	2	10				74	6	21	114	23	3	2	3	86	7	48	48	462	72	273	104	227	249
434	KENT	Broadstairs and St. Peter's	UD	10073870	10001742	2657	1390	427	2701	1446	161	166	6	100	106	111	14	190	606	25	62	17	27	6	0	0	2	1	0	0	0	1				30	2	7	58	9	1	3	1	61	224	25	78	544	116	389	180	324	250
434	KENT	Bromley	MB	10073870	10041466	8620	6187	1275	9947	5170	585	380	57	45	178	241	73	86	3332	122	518	43	183	8	5	2	17	4	3	1	6	17				168	35	67	432	39	4	14	2	197	53	65	118	600	95	298	129	451	251
434	KENT	Chatham	MB	10073870	10061088	6248	8193	1546	11829	2840	803	515	17	81	61	134	55	28	1066	153	232	32	67	27	2	2	23	1	0	1	21	81				139	737	83	314	97	1	12	5	276	59	166	185	454	98	333	135	115	252
434	KENT	Cheriton	UD	10073870	10107982	763	1198	154	1517	353	186	59	1	11	9	15	3	1	118	16	299	3	11	1	0	0	0	1	0	0	0	0				11	8	5	28	4	0	3	0	26	6	9	9	463	155	383	181	111	253
434	KENT	Chislehurst	UD	10073870	10074113	2358	1484	315	2524	1396	123	114	11	21	28	84	10	37	1011	45	100	14	32	16	0	2	5	0	0	0	12	2				20	0	14	77	9	0	1	1	40	16	15	10	592	83	362	132	554	254
434	KENT	Dartford	UD	10073870	10186330	4164	4323	819	6871	1967	290	178	18	270	66	114	18	30	479	61	128	21	97	58	52	2	11	324	1	2	120	62				75	5	31	104	9	3	0	2	124	26	68	54	472	67	217	91	112	255
434	KENT	Deal	MB	10073870	10107957	2555	2085	559	3514	1271	226	188	7	10	44	117	15	67	533	49	135	12	34	5	0	0	5	0	0	0	0	4				73	7	23	149	12	0	2	18	93	124	51	96	497	108	336	157	191	256
434	KENT	Dover	MB	10073870	10074101	7850	7783	1669	12506	3651	656	489	20	88	154	229	64	168	1747	155	237	44	92	6	4	1	27	7	0	3	144	44				128	28	80	387	40	7	10	7	312	176	221	166	465	84	293	121	191	257
434	KENT	Erith	UD	10073870	10199256	4069	5341	668	8082	1545	282	169	15	9	46	133	33	7	653	63	99	27	73	33	11	4	6	69	3	1	3	7				90	17	25	203	16	0	2	16	141	42	61	88	380	53	253	75	111	258
434	KENT	Faversham	MB	10073870	10220403	1911	2118	434	3369	859	124	111	3	4	26	59	14	17	354	41	50	7	37	15	0	0	8	45	0	0	1	5				58	2	19	152	7	0	8	0	56	19	39	48	450	59	256	92	139	259
434	KENT	Folkestone	MB	10073870	10054953	9466	5778	1548	10311	5325	622	534	43	80	172	312	111	633	2601	150	238	63	118	1	1	0	28	5	4	0	12	5				214	21	96	424	37	4	17	3	233	504	137	214	563	108	345	158	366	260
434	KENT	Foots Cray	UD	10073870	10054977	2275	1433	315	2536	1258	126	103	8	57	31	65	22	4	862	37	69	8	44	12	0	0	6	2	0	0	0	7				47	3	19	69	7	0	1	0	41	13	13	40	553	88	327	131	500	261
434	KENT	Gillingham	MB	10073870	10107994	6434	10363	1523	14780	2613	496	431	29	24	106	223	79	53	1007	95	156	19	90	11	12	1	12	2	1	0	6	51				153	143	99	440	72	12	2	9	309	124	98	102	406	48	283	78	88	262
434	KENT	Gravesend	MB	10073870	10042124	5448	5155	1204	8520	2529	416	342	26	36	85	147	55	48	1250	132	132	25	147	33	0	0	12	20	1	0	26	4				139	30	69	274	25	5	5	9	215	65	143	129	464	81	284	119	200	263
434	KENT	Herne Bay	UD	10073870	10180570	2115	1361	406	2463	1074	189	156	7	48	42	78	25	78	513	47	73	9	20	2	0	0	2	3	1	0	1	3				30	3	22	62	9	0	4	2	78	174	37	46	508	139	384	195	282	264
434	KENT	Hythe	MB	10073870	10097484	1464	1225	297	2005	761	117	103	11	3	25	41	22	40	434	13	113	8	16	2	0	0	3	0	0	0	1	0				20	1	6	52	6	0	0	0	37	73	34	20	520	96	347	145	282	265
434	KENT	Maidstone	MB	10073870	10023816	7176	6611	1509	10458	3642	750	446	35	161	104	201	55	50	1253	127	280	57	105	37	0	2	22	7	2	13	569	15				164	85	87	397	23	2	5	351	242	75	120	192	508	113	296	147	163	266
434	KENT	Margate	MB	10073870	10135461	7205	4275	1244	7825	3757	607	535	45	205	193	284	86	523	1297	114	177	51	92	2	1	0	10	3	0	3	5	11				143	9	54	204	28	0	7	8	198	875	141	130	521	142	430	207	237	267
434	KENT	Milton Regis	UD	10073870	10153220	1179	1466	256	2393	406	61	41	3	13	7	38	8	3	178	12	11	0	5	11	0	0	2	1	0	0	8	0				24	3	10	60	24	0	1	8	34	11	18	15	344	42	160	59	112	268
434	KENT	Northfleet	UD	10073870	10025760	2073	2645	456	4102	783	172	117	4	3	21	45	8	4	408	71	51	9	28	52	0	1	3	10	1	0	69	0				29	6	14	58	6	1	0	2	98	14	39	17	378	65	257	93	131	269
434	KENT	Penge	UD	10073870	10025771	5220	3889	1053	6789	2639	413	321	49	80	68	136	83	35	1217	138	285	22	237	3	6	2	9	11	2	0	13	20				124	21	42	280	42	0	13	6	159	81	68	121	506	106	305	149	251	270
434	KENT	Ramsgate	MB	10073870	10107969	6615	5500	1450	9470	3060	574	461	29	62	143	211	63	164	1407	163	294	36	87	6	1	3	18	4	1	0	2	7				129	26	55	311	30	2	7	7	246	317	147	117	463	104	318	149	201	271
434	KENT	"Rochester, City of"	MB	10073870	10001419	5376	6080	1118	9383	2444	427	320	14	76	101	179	45	40	1250	117	157	26	65	51	1	0	15	3	1	0	10	6				103	72	61	289	27	2	4	8	186	67	129	86	455	70	286	104	178	272
434	KENT	Sevenoaks	UD	10073870	10001780	2517	1620	370	2756	1506	140	105	10	31	65	81	20	39	1005	20	85	15	31	11	1	0	6	1	0	1	0	1				43	1	7	117	12	1	3	1	55	29	30	29	598	86	284	123	496	273
434	KENT	Sheerness	UD	10073870	10135515	2316	3291	539	4780	1064	166	136	5	3	35	74	32	29	394	44	69	8	29	0	4	0	1	10	0	0	0	11				49	28	26	164	102	1	2	0	91	45	67	43	459	50	252	79	102	274
434	KENT	Sittingbourne	UD	10073870	10108019	1350	1673	284	2597	535	107	68	1	0	11	38	11	4	196	36	16	13	4	6	1	1	1	2	0	0	10	1				38	1	16	59	51	1	0	11	71	8	42	60	396	64	239	89	102	275
434	KENT	Southborough	UD	10073870	10001791	1575	1301	332	2237	753	138	80	10	8	28	39	21	22	378	26	186	14	13	0	0	0	0	1	0	0	0	4				15	7	7	82	14	1	1	0	38	23	7	26	478	106	241	133	222	276
434	KENT	Tonbridge	UD	10073870	10206005	2909	2752	550	4366	1508	190	147	9	7	53	112	17	67	687	54	173	19	42	2	0	1	7	8	3	1	86	3				64	3	27	137	20	0	5	7	86	46	47	52	518	69	267	102	204	277
434	KENT	Tunbridge Wells	MB	10073870	10153219	10233	6275	1771	10983	6093	671	532	47	69	261	273	111	388	3357	134	455	87	147	13	1	0	46	4	1	0	22	19				247	58	97	513	61	4	14	5	212	347	120	183	595	107	300	150	412	278
434	KENT	Walmer	UD	10073870	10025801	1030	810	196	1357	561	62	56	2	1	24	49	15	47	341	3	26	3	7	1	0	0	1	0	0	0	0	0				12	5	7	54	7	0	1	0	18	17	15	23	545	77	286	117	359	279
434	KENT	Whitstable	UD	10073870	10173127	1694	1527	434	2732	689	130	104	8	30	21	59	10	4	329	29	48	10	5	1	1	0	2	1	0	0	0	1				34	1	25	101	5	2	2	1	81	47	39	26	407	85	240	119	167	280
434	KENT	Other Urban Districts	UDA	10073870		3287	3378	643	5269	1511	312	216	31	55	58	83	24	42	884	43	59	24	32	51	1	0	5	6	0	1	100	8				42	3	25	118	22	4	3	0	118	75	73	49	460	92	336	131	217	281
434	KENT	Rural Districts	RDA	10073870		55036	57711	10249	92827	23283	4004	2882	326	1073	747	1683	204	411	14216	717	1649	232	230	1895	29	15	43	267	6	2	772	98				363	45	165	1562	212	9	12	70	1164	352	922	678	423	69	281	101	205	282
434	KENT	"CANTERBURY, CITY OF"	CB	10073870	10025722	4939	4401	1195	7089	2592	483	371	22	65	112	156	43	55	1220	137	255	48	51	20	1	2	22	9	2	2	35	39				167	27	59	261	47	2	10	15	211	102	130	119	525	110	310	153	215	283
436	LANCASHIRE	LANCASHIRE	CTOT	10041831		343247	324445	62622	431935	220972	61079	16328	1161	2618	2353	8566	1242	1102	36894	4067	3890	981	2785	5992	1740	81	667	1584	116	111	2727	166936		157556	9380	4090	2133	2750	10690	1661	1482	2065	2091	12025	3553	3855	6371	644	188	261	200	97	284
436	LANCASHIRE	Abram	UD	10041831	10136957	1071	1212	148	1767	590	58	16	3	2	8	20	0	0	79	9	0	5	1	16	0	0	2	0	0	0	3	282		271	11	3	23	4	35	6	0	1	5	27	4	10	116	551	48	108	54	58	285
436	LANCASHIRE	Accrington	MB	10041831	10109425	8867	9376	1674	9791	6844	2855	427	23	10	49	204	43	19	434	74	165	27	46	23	37	2	28	7	1	5	147	7359		7130	229	140	44	111	294	33	1	2	118	391	86	105	98	772	305	255	297	41	286
436	LANCASHIRE	Ashton in Makerfield	UD	10041831	10027330	3446	3712	434	5663	1743	137	49	4	9	16	99	6	1	252	19	12	8	5	21	24	1	2	1	0	0	5	682		677	5	40	113	17	134	2	2	1	70	84	15	31	253	506	37	113	45	62	287
436	LANCASHIRE	Ashton under Lyne	MB	10041831	10136910	8805	8682	2067	10196	6347	2346	665	27	81	75	207	50	15	563	168	74	42	102	8	57	1	34	50	29	48	128	5796		5714	82	170	126	103	243	33	5	68	119	488	71	183	194	721	270	322	280	55	288
436	LANCASHIRE	Aspull	UD	10041831	10081580	1382	1438	186	2038	852	80	36	0	0	6	28	2	0	94	19	0	8	2	12	1	0	1	0	0	0	1	492		466	26	11	52	2	30	9	0	0	4	41	5	33	115	616	56	194	71	58	289
436	LANCASHIRE	Atherton	UD	10041831	10003209	3508	3392	504	4653	2292	366	93	8	20	8	93	1	2	224	37	37	11	13	12	291	0	2	4	2	0	5	1487		1472	15	32	12	18	115	5	0	2	4	100	17	40	149	653	108	185	118	61	290
436	LANCASHIRE	Audenshaw	UD	10041831	10185518	1528	1533	295	2036	1020	212	88	7	2	12	48	1	0	128	14	27	3	29	14	43	0	25	12	12	5	94	448		406	42	22	15	14	34	12	0	176	23	49	5	23	23	668	138	298	164	71	291
436	LANCASHIRE	Bacup	MB	10041831	10062172	4223	4507	970	4756	3275	1388	281	10	1	13	81	5	5	186	52	18	8	15	22	126	0	1	0	0	2	54	3485		3318	167	32	7	34	67	106	388	1	13	106	28	45	33	775	308	290	305	33	292
436	LANCASHIRE	Barrowford	UD	10041831	10027342	1005	1158	193	1048	772	493	43	1	0	3	25	2	0	72	7	5	1	3	3	0	0	0	0	0	0	0	1114		1109	5	5	1	7	14	0	0	0	10	27	3	1	4	768	426	223	397	53	293
436	LANCASHIRE	Birkdale	UD	10041831	10074605	5239	3075	810	5728	2882	293	221	19	19	95	177	55	74	1728	99	267	22	49	11	2	0	14	1	1	0	6	4		1	3	59	29	49	249	19	0	7	21	166	41	41	72	550	95	273	132	444	294
436	LANCASHIRE	Brierfield	UD	10041831	10173747	1655	1603	333	1621	1275	610	85	2	0	5	32	0	3	56	14	12	3	5	6	0	0	2	1	1	0	2	1680		1676	4	19	0	7	25	2	1	0	12	49	8	16	7	770	381	255	359	30	295
436	LANCASHIRE	Chadderton	UD	10041831	10186780	5050	5631	1010	6593	3708	1165	225	9	1	13	75	3	2	154	48	11	14	11	41	26	0	2	4	0	0	0	4229		4173	56	35	11	22	70	10	1	2	56	152	22	44	30	734	207	223	209	24	296
436	LANCASHIRE	Chorley	MB	10041831	10220865	6421	5387	1084	5723	4995	1825	349	8	19	28	160	16	7	344	68	88	11	15	29	17	0	6	0	0	2	18	5458		5234	224	83	24	61	181	12	1	0	41	261	45	69	97	778	339	322	336	52	297
436	LANCASHIRE	Church	UD	10041831	10027378	1269	1392	264	1278	994	561	92	2	0	2	21	1	3	44	16	9	4	7	4	9	0	1	2	0	1	28	1352		1258	94	9	3	5	23	0	1	0	9	54	11	17	9	783	403	348	394	28	298
436	LANCASHIRE	Clayton le Moors	UD	10041831	10086553	1690	1710	268	1675	1289	628	76	1	0	2	19	0	0	76	14	16	3	0	3	0	0	0	1	0	0	32	1639		1632	7	17	3	11	54	2	0	0	13	48	13	14	12	763	367	284	356	39	299
436	LANCASHIRE	Clitheroe	MB	10041831	10042938	2511	2397	464	2501	1876	872	123	6	7	15	53	4	4	212	18	24	6	4	15	0	1	3	1	0	1	2	2098		2087	11	36	15	34	89	27	0	1	8	110	12	33	32	747	364	265	348	73	300
436	LANCASHIRE	Colne	MB	10041831	10153931	4797	5057	910	5324	3581	1628	231	7	4	18	111	14	16	299	80	47	12	13	23	0	0	8	0	9	2	2	4197		4155	42	67	13	55	125	8	2	2	7	160	32	41	66	747	322	254	312	51	301
436	LANCASHIRE	Crompton	UD	10041831	10137007	2895	2922	561	3253	2261	726	138	9	3	10	41	3	1	137	35	26	12	3	27	7	0	4	1	1	0	5	2543		2491	52	24	3	24	39	5	0	1	8	101	11	27	14	781	248	246	248	40	302
436	LANCASHIRE	Dalton in Furness	UD	10041831	10167097	1623	2090	450	3445	520	116	82	9	4	11	55	7	2	213	14	12	7	8	29	1	0	2	0	0	0	1	4		0	4	24	1	19	113	8	0	1	6	105	8	32	22	320	56	182	78	86	303
436	LANCASHIRE	Darwen	MB	10041831	10109437	8311	8129	1645	7178	6604	3831	472	13	9	40	148	18	5	360	102	57	11	14	29	5	0	4	6	0	0	97	9064		8988	76	94	19	69	222	7	3	0	22	307	66	59	57	795	471	287	440	37	304
436	LANCASHIRE	Denton	UD	10041831	10025424	3144	3337	680	3623	2235	1073	230	4	0	18	65	6	0	189	29	67	10	35	9	10	1	5	9	14	0	77	990		950	40	35	16	26	68	14	1	1587	21	129	13	42	48	711	322	338	324	47	305
436	LANCASHIRE	Droylsden	UD	10041831	10003222	2466	2546	514	3332	1684	373	137	3	2	9	58	5	7	126	49	8	13	26	7	17	0	1	44	4	1	14	1268		1237	31	32	20	24	67	61	0	3	103	137	9	31	45	683	147	267	167	42	306
436	LANCASHIRE	Eccles	MB	10041831	10074587	8054	7941	1587	11556	4796	818	412	46	65	67	281	43	11	1046	191	86	34	213	10	51	12	27	219	2	2	36	1862		1439	423	189	121	91	431	145	4	10	22	309	58	111	231	595	103	260	129	112	307
436	LANCASHIRE	Failsworth	UD	10041831	10074617	2908	3061	548	3886	2032	460	139	12	2	10	50	5	1	133	33	49	4	23	7	12	0	2	13	1	0	6	1827		1771	56	27	34	22	82	25	5	29	12	99	23	35	48	699	150	254	166	38	308
436	LANCASHIRE	Farnworth	UD	10041831	10193977	5713	5159	1199	6091	4419	1242	319	12	79	30	90	18	9	271	95	34	10	20	19	21	0	8	4	0	2	75	4465		4385	80	68	19	36	139	26	2	1	47	223	26	39	92	773	241	266	246	46	309
436	LANCASHIRE	Fleetwood	UD	10041831	10027391	2413	2983	406	4600	918	164	120	10	4	20	65	27	59	375	24	48	8	8	4	0	2	3	4	0	0	3	47		4	43	56	8	28	83	9	1	0	36	126	64	29	51	380	55	296	84	121	310
436	LANCASHIRE	Formby	UD	10041831	10109486	1662	918	238	1810	889	57	62	6	46	36	56	12	8	526	26	52	5	20	20	0	0	0	1	0	0	1	1		0	1	15	2	9	90	1	0	0	5	20	15	10	25	535	62	261	103	448	311
436	LANCASHIRE	Fulwood	UD	10041831	10137019	1512	917	322	1810	799	89	53	14	80	18	80	7	2	328	10	31	2	12	30	0	0	1	2	0	0	4	170		167	3	8	4	7	39	5	5	1	4	33	2	13	29	528	97	165	115	343	312
436	LANCASHIRE	Golborne	UD	10041831	10186791	1164	1228	176	1714	725	99	30	2	0	5	31	5	0	85	5	0	1	5	8	3	0	4	0	0	0	16	421		419	2	11	10	4	36	1	3	0	93	35	3	18	49	623	81	170	92	61	313
436	LANCASHIRE	Great Crosby	UD	10041831	10055362	3638	2052	475	3887	2027	129	122	17	21	31	155	22	12	1558	36	46	9	35	11	0	0	4	3	0	0	1	1		0	1	29	2	17	82	2	0	0	3	67	18	15	81	557	63	257	99	628	314
436	LANCASHIRE	Great Harwood	UD	10041831	10214749	2861	2780	476	2356	2284	1341	136	3	1	8	44	6	0	112	11	22	5	0	4	16	0	0	2	0	0	1	3249		3246	3	32	2	23	59	10	2	0	20	87	15	15	12	798	482	286	454	36	315
436	LANCASHIRE	Haslingden	MB	10041831	10003180	3855	3715	752	3858	2927	1332	205	6	2	19	71	4	4	181	22	21	6	3	29	21	0	1	0	0	0	1	3686		3588	98	28	4	35	91	3	3	0	26	116	25	34	22	759	359	273	344	41	316
436	LANCASHIRE	Haydock	UD	10041831	10167103	1478	1617	206	2686	549	35	31	2	58	7	37	1	0	105	14	1	5	7	10	0	0	0	14	0	0	18	44		39	5	14	6	2	38	8	1	2	10	38	1	14	158	371	22	150	36	60	317
436	LANCASHIRE	Heaton Norris	UD	10041831	10109498	3190	2024	459	3652	1821	96	104	21	24	49	139	28	14	1058	31	14	8	87	4	49	0	3	3	2	1	8	140		65	75	50	19	32	71	12	1	21	10	50	18	15	39	571	47	227	81	417	318
436	LANCASHIRE	Heywood	MB	10041831	10027305	5384	5343	1288	5593	4199	1839	384	12	4	18	84	20	1	282	64	25	16	26	29	15	0	8	56	0	0	99	4998		4699	299	77	22	36	92	11	2	7	32	206	32	61	87	780	344	298	335	43	319
436	LANCASHIRE	Hindley	UD	10041831	10109097	4139	4401	616	6116	2598	322	120	7	1	15	106	6	1	234	31	13	11	2	15	3	0	0	3	0	0	20	1756		1725	31	36	83	35	110	8	0	1	17	155	17	45	309	628	73	195	88	47	320
436	LANCASHIRE	Horwich	UD	10041831	10221043	2753	3092	379	4174	1770	194	86	7	12	16	100	10	5	189	33	18	8	11	27	1	0	2	2	1	0	11	1233		1033	200	42	18	30	79	9	0	1	14	103	13	21	34	643	63	227	81	54	321
436	LANCASHIRE	Hurst	UD	10041831	10153750	1550	1552	342	1756	1132	456	100	2	0	7	7	1	0	72	21	10	3	9	8	6	0	2	5	2	4	9	1296		1287	9	18	17	12	29	4	0	12	14	82	3	13	20	730	294	292	294	38	322
436	LANCASHIRE	Ince in Makerfield	UD	10041831	10109103	3596	3910	592	5548	2153	270	127	4	0	9	63	3	3	173	46	0	5	6	7	2	0	5	3	0	5	4	1417		1393	24	48	178	22	104	23	0	0	19	131	24	48	198	599	69	215	88	40	323
436	LANCASHIRE	Irlam	UD	10041831	10042707	1010	1207	131	1716	542	55	35	6	0	4	23	3	0	99	6	4	8	16	16	12	0	41	170	0	0	30	41		28	13	17	5	3	37	8	0	0	12	35	5	17	14	537	46	267	67	74	324
436	LANCASHIRE	Kearsley	UD	10041831	10002850	2057	1782	334	2226	1557	314	76	2	1	10	51	4	2	64	16	4	1	12	6	3	0	1	1	0	0	98	1472		1446	26	18	2	13	43	3	0	0	19	55	7	20	19	757	176	228	184	30	325
436	LANCASHIRE	Lancaster	MB	10041831	10215493	8122	7577	1432	12140	4000	661	330	20	347	73	198	64	32	930	142	113	28	50	18	3	0	27	6	0	0	55	1448		1337	111	194	83	103	320	15	5	7	13	301	85	115	196	492	87	230	110	112	326
436	LANCASHIRE	Lathom and Burscough	UD	10041831	10088616	1314	1288	215	2215	475	67	60	4	0	9	38	1	0	208	21	23	2	3	111	1	0	2	0	0	0	1	9		3	6	6	7	5	56	7	1	0	3	45	2	17	20	361	52	279	85	129	327
436	LANCASHIRE	Leigh	MB	10041831	10109127	7825	8118	1309	10485	5334	1127	306	7	8	35	193	45	5	512	118	34	23	25	31	68	0	26	8	0	3	11	4477		3978	499	89	45	75	186	7	2	3	27	283	52	107	262	682	139	234	152	57	328
436	LANCASHIRE	Leyland	UD	10041831	10062056	1618	1520	297	1819	1183	365	68	3	1	7	30	3	1	96	12	0	5	2	42	0	5	0	169	0	0	0	1048		855	193	13	10	17	52	3	0	0	4	58	10	12	13	731	240	229	238	50	329
436	LANCASHIRE	Litherland	UD	10041831	10193953	2394	2720	483	4229	1064	174	130	8	3	20	52	14	1	284	69	141	13	34	3	2	0	46	155	0	2	8	61		1	60	49	9	32	100	14	1	5	24	130	11	22	55	444	64	269	95	94	330
436	LANCASHIRE	Littleborough	UD	10041831	10002898	2287	2358	520	2721	1713	599	132	6	8	15	49	1	1	136	33	14	10	7	20	2	0	2	0	3	0	3	1898		1479	419	13	2	11	48	1	0	0	26	62	18	34	21	749	254	254	254	46	331
436	LANCASHIRE	Little Hulton	UD	10041831	10002886	1482	1471	235	1796	1130	209	53	5	0	5	35	1	0	62	13	7	5	6	10	0	0	0	0	0	0	2	1114		1106	8	8	1	3	36	14	0	0	3	40	3	14	5	762	142	226	154	37	332
436	LANCASHIRE	Little Lever	UD	10041831	10144127	987	971	192	1183	741	185	41	1	0	2	14	0	0	25	7	2	2	1	2	1	0	1	0	0	0	19	798		702	96	8	4	8	15	0	0	0	11	28	1	8	9	751	191	214	194	22	333
436	LANCASHIRE	Lytham	UD	10041831	12796730	2822	1650	463	3181	1491	135	128	9	21	42	77	24	53	849	47	89	13	8	12	1	1	2	1	0	0	3	10		8	2	46	10	27	86	4	0	2	4	108	131	27	47	528	82	276	124	399	334
436	LANCASHIRE	Middleton	MB	10041831	10109449	5451	5330	1129	6455	3977	1178	300	14	3	26	125	4	5	261	55	31	22	29	36	15	0	7	7	1	1	7	4075		3523	552	51	14	34	134	7	1	2	126	212	28	79	43	730	221	266	229	40	335
436	LANCASHIRE	Milnrow	UD	10041831	10054874	1750	1699	363	1890	1364	457	101	4	0	6	29	2	0	79	16	22	3	11	25	5	0	3	10	3	0	8	1508		1075	433	16	5	9	29	1	0	2	15	70	6	24	11	779	269	278	271	36	336
436	LANCASHIRE	Morecambe	MB	10041831	10062068	2876	2518	669	4020	1309	453	281	13	18	27	76	20	96	359	20	56	10	6	5	3	3	2	2	0	1	1	15		6	9	67	6	41	93	5	0	5	8	252	722	53	58	455	180	420	230	119	337
436	LANCASHIRE	Mossley	MB	10041831	10220737	2578	2578	547	3096	1918	571	118	4	2	9	38	6	0	98	22	12	7	8	11	12	2	3	1	0	0	2	2127		1823	304	22	2	15	47	0	2	0	8	85	9	24	29	744	221	216	221	31	338
438	LANCASHIRE	Nelson	MB	10041831	10003192	7933	8145	1344	7898	6184	3018	322	7	4	29	138	23	13	262	56	55	12	29	15	4	0	9	3	0	1	14	7837		7758	79	118	24	88	212	20	2	3	99	292	58	44	53	780	371	240	352	29	339
438	LANCASHIRE	Newton in Makerfield	UD	10041831	10136623	2753	3309	477	5237	1095	126	81	8	7	16	74	16	4	348	18	7	13	55	7	9	1	6	1	0	0	233	7		3	4	33	47	32	137	2	0	0	2	113	23	38	45	398	38	170	55	95	340
438	LANCASHIRE	Ormskirk	UD	10041831	10026970	1515	1163	343	2092	748	92	89	5	36	14	45	6	7	323	42	11	5	16	16	0	0	4	14	1	0	20	38		3	35	37	6	6	89	2	0	0	7	92	16	20	51	494	79	259	120	217	341
438	LANCASHIRE	Orrell	UD	10041831	10026982	1190	1093	179	1623	732	75	32	0	2	4	25	1	0	84	28	2	2	5	20	0	0	2	10	0	0	2	403		403	0	13	70	8	39	1	0	0	1	38	3	17	59	615	69	179	84	64	342
438	LANCASHIRE	Oswaldtwistle	UD	10041831	10109152	2991	3099	569	2879	2363	1245	172	3	1	10	67	4	0	101	16	25	2	3	28	5	0	6	2	0	0	31	3221		3201	20	15	2	19	44	3	1	0	26	86	11	28	20	790	402	302	386	28	343
438	LANCASHIRE	Padiham	UD	10041831	10106710	2543	2811	504	2431	1967	1299	161	3	0	7	64	4	4	109	16	25	5	5	2	1	0	5	1	0	0	7	2860		2846	14	24	11	16	54	2	0	2	15	110	14	20	41	773	462	319	440	34	344
438	LANCASHIRE	Prescot	UD	10041831	10087235	1337	1495	239	2362	548	85	76	5	8	9	35	7	2	184	40	25	8	32	1	115	14	1	0	1	0	0	2		1	1	21	4	5	50	5	2	0	4	81	5	19	24	410	57	318	93	107	345
