page_number	adm_cnty	lg_area	lg_type	admc_unit	g_unit	unmarried	married	widowed	retired	occ_unmarried	occ_married	occ_widowed	i1vi5	i2iv3	iii3	iii4	iii57	iv1hotel	iv1other	iv3char	iv3laundry	iv23other	v234iii2	vii	x110	xi14	xiii	xv	xvi12	xvi3	xvii12	xviii16	xviii16wool	xviii16cotton	xviii16other	xviii7xix1	xix1tailor	xix1milliner	xix1dress	xix1stay	xix1boot	xix1other	xx1	xx1xxii4	xx4coffee	xx4other	others	prop_unmar	prop_mar	prop_wid	prop_marrwid	prop_dom	rec_num
424	ENGLAND AND WALES	ENGLAND AND WALES	NTOT		10001043	6862025	6630284	1364804	10026379	3739532	680191	411011	39773	61076	83662	187283	51666	63368	1271990	150062	167052	39929	123723	94722	95069	18277	30184	36870	17838	11074	97919	656336				119844	127115	66578	339240	93687	44523	49583	54236	226323	91352	121153	199227	545	103	301	137	159	1
424	ENGLAND AND WALES	AGGREGATE OF URBAN DISTRICTS (inclusive of County Boroughs)	NTOT			5445219	5185595	1093291	7701313	3091123	595367	336302	29784	48448	68610	143357	47275	57248	925313	131032	138813	34835	117513	14440	88767	17671	28736	35001	17151	10006	92401	613204				109296	120747	61246	286006	86595	39384	43424	52004	193177	84571	101693	185044	568	115	308	148	149	2
424	ENGLAND AND WALES	AGGREGATE OF RURAL DISTRICTS	NTOT			1416806	1444689	271513	2325066	648409	84824	74709	9989	12628	15052	43926	4391	6120	346677	19030	28239	5094	6210	80282	6302	606	1448	1869	687	1068	5518	43132				10548	6368	5332	53234	7092	5139	6159	2232	33146	6781	19460	14183	458	59	275	93	195	3
424	BEDFORDSHIRE	BEDFORDSHIRE	CTOT	10173048		38711	36816	7505	53184	21792	5741	2315	147	248	425	1117	258	263	7387	772	1094	146	349	333	126	13	77	50	10	7	833	830				668	122	986	2158	202	67	8412	235	1131	357	572	453	563	156	308	182	161	4
424	BEDFORDSHIRE	Bedford	MB	10173048	10108287	9894	6944	1788	11984	5662	506	474	22	62	140	315	103	167	2758	297	288	46	146	4	15	6	50	6	2	1	30	39				260	60	182	801	45	7	15	5	281	211	134	144	572	73	265	112	310	5
424	BEDFORDSHIRE	Biggleswade	UD	10173048	10153372	959	1011	221	1661	404	74	52	3	13	9	32	5	7	177	9	22	4	7	19	0	1	6	0	1	0	2	0				21	17	13	54	17	0	2	0	39	8	26	16	421	73	235	102	140	6
424	BEDFORDSHIRE	Dunstable	MB	10173048	10042290	1744	1540	343	2090	1183	234	120	4	1	18	49	10	16	203	31	43	8	30	1	2	2	1	5	0	1	347	3				32	0	68	78	6	1	439	3	69	22	23	21	678	152	350	188	103	7
424	BEDFORDSHIRE	Kempston	UD	10173048	10061763	858	981	154	1414	483	56	40	3	17	16	19	4	17	137	22	74	0	10	2	72	0	2	1	1	0	0	20				17	2	5	72	3	0	1	0	32	0	13	17	563	57	260	85	124	8
424	BEDFORDSHIRE	Leighton Buzzard	UD	10173048	10492026	1320	1295	296	2076	682	83	70	9	9	17	35	13	2	325	42	68	5	11	3	0	1	5	0	1	4	5	4				38	9	18	71	9	14	7	2	45	7	27	29	517	64	236	96	196	9
424	BEDFORDSHIRE	Luton	MB	10173048	10133580	10010	9590	1720	10343	6831	3455	691	23	27	78	177	69	19	934	112	197	13	80	2	25	1	7	33	3	1	116	31				191	7	599	354	47	12	6972	200	315	79	117	136	682	360	402	367	83	10
424	BEDFORDSHIRE	Other Urban District	UDA	10173048		415	448	120	666	243	46	28	4	5	5	12	5	2	117	18	17	3	13	1	0	0	0	0	0	0	0	7				10	0	5	29	9	0	32	0	13	4	6	0	586	103	233	130	197	11
424	BEDFORDSHIRE	Rural Districts	RDA	10173048		13511	15007	2863	22950	6304	1287	840	79	114	142	478	49	33	2736	241	385	67	52	301	12	2	6	5	2	0	333	726				99	27	96	699	66	33	944	25	337	26	226	90	467	86	293	119	144	12
424	BERKSHIRE	BERKSHIRE	CTOT	10025084		38234	35662	7458	56140	19973	2889	2352	309	374	569	1377	233	527	12426	651	1873	239	340	406	12	7	88	21	8	2	56	51				517	416	220	1681	159	11	29	38	904	322	719	629	522	81	315	122	278	13
424	BERKSHIRE	Abingdon	MB	10025084	10042306	1484	1179	292	1778	871	204	102	10	9	18	66	18	37	371	43	48	5	21	2	0	0	10	0	0	0	1	3				36	273	13	70	14	1	1	0	35	16	27	29	587	173	349	208	234	14
424	BERKSHIRE	Maidenhead	MB	10025084	10002084	3086	2908	580	4172	1852	335	215	11	24	42	124	31	44	993	73	216	26	65	1	2	1	12	7	2	0	0	6				101	14	53	234	10	2	6	0	118	51	69	64	600	115	371	158	280	15
424	BERKSHIRE	Newbury	MB	10025084	10173360	2519	2233	590	3611	1368	193	170	13	19	43	84	23	28	667	60	156	12	39	6	2	2	13	1	0	1	5	2				84	4	25	181	7	1	4	2	81	41	59	66	543	86	288	129	222	16
424	BERKSHIRE	New Windsor	MB	10025084	10108317	2740	2152	563	3363	1611	262	219	22	30	57	85	40	36	845	54	149	31	45	2	0	0	12	1	0	0	1	4				86	19	39	203	15	0	10	5	89	54	74	84	588	122	389	177	300	17
424	BERKSHIRE	Other Urban Districts	UDA	10025084		2410	1830	537	3158	1288	160	171	13	40	41	87	11	52	689	57	120	16	38	8	0	0	6	2	1	1	3	6				44	2	17	112	12	5	2	0	65	29	52	88	534	87	318	140	279	18
424	BERKSHIRE	Rural Districts	RDA	10025084		25995	25360	4896	40058	12983	1735	1475	240	252	368	931	110	330	8861	364	1184	149	132	387	8	4	35	10	5	0	46	30				166	104	73	881	101	2	6	31	516	131	438	298	499	68	301	106	283	19
424	BERKSHIRE	READING	CB	10025084	10153384	14418	14457	2826	21772	8165	995	769	66	111	242	504	122	167	2783	274	320	110	305	26	85	2	52	44	6	6	365	30				415	436	159	830	52	7	30	1131	418	218	291	322	566	69	272	102	164	20
424	BUCKINGHAMSHIRE	BUCKINGHAMSHIRE	CTOT	10054825		40409	41770	8150	64708	20272	3059	2290	353	226	486	1477	232	479	10687	611	1427	208	330	523	30	18	524	57	18	263	1140	485				536	83	251	1802	259	367	97	104	1145	240	717	446	502	73	281	107	207	21
424	BUCKINGHAMSHIRE	Aylesbury	UD	10054825	10108330	2259	2134	524	3281	1299	187	150	53	24	31	65	19	12	460	62	91	6	22	2	14	2	6	1	1	0	227	15				47	7	26	136	21	0	5	58	89	29	42	63	575	88	286	127	181	22
424	BUCKINGHAMSHIRE	Chepping Wycombe	MB	10054825	10068435	3750	3941	619	6031	1792	301	186	13	4	44	161	25	81	603	58	111	13	54	3	1	0	334	4	1	1	123	16				98	13	50	170	20	2	7	3	131	24	66	45	478	76	300	107	132	23
424	BUCKINGHAMSHIRE	Chesham	UD	10054825	10026131	1520	1576	281	2233	925	141	78	11	4	14	61	6	4	230	20	84	4	14	6	1	13	11	0	5	195	29	8				41	6	17	56	10	140	34	1	67	7	23	22	609	89	278	118	121	24
424	BUCKINGHAMSHIRE	Fenny Stratford	UD	10054825	10135849	832	1039	190	1608	371	41	41	2	3	8	25	8	5	151	9	12	4	10	2	0	0	0	0	1	47	32	5				12	1	3	45	1	0	0	0	26	5	25	11	446	39	216	67	122	25
424	BUCKINGHAMSHIRE	Slough	UD	10054825	10002126	2792	2894	559	4454	1407	238	146	27	37	41	119	31	31	668	44	196	13	71	4	5	1	7	18	0	0	3	5				54	6	37	158	16	2	2	0	81	25	42	47	504	82	261	111	197	26
424	BUCKINGHAMSHIRE	Other Urban Districts	UDA	10054825		3926	3595	870	5455	2309	330	297	19	17	42	135	24	276	1181	98	175	37	33	23	6	0	20	1	1	1	37	21				71	20	33	247	64	3	8	23	123	47	85	65	588	92	341	140	255	27
424	BUCKINGHAMSHIRE	Rural Districts	RDA	10054825		25330	26591	5107	41646	12169	1821	1392	228	137	306	911	119	70	7394	320	758	131	126	483	3	2	146	33	9	19	689	415				213	30	85	990	127	220	41	19	628	103	434	193	480	68	273	101	222	28
424	CAMBRIDGESHIRE	CAMBRIDGESHIRE	CTOT	10025072		24818	24351	5332	38821	12211	1857	1612	168	162	350	829	174	366	6233	625	894	445	208	314	11	4	45	9	11	13	167	95				324	272	242	1171	152	2	55	408	587	639	451	254	492	76	302	117	199	29
424	CAMBRIDGESHIRE	Cambridge	MB	10025072	10201391	9532	7175	1822	11249	5615	915	750	40	80	167	287	100	301	2502	310	347	317	122	5	3	4	35	7	6	0	34	61				206	151	160	566	75	1	25	201	257	577	178	155	589	128	412	185	263	30
424	CAMBRIDGESHIRE	Chesterton	UD	10025072	10220427	2373	2244	496	3506	1271	184	152	15	15	38	73	23	1	549	44	173	79	47	5	3	0	6	1	2	0	9	26				47	65	31	150	17	0	6	53	62	23	19	25	536	82	306	123	195	31
424	CAMBRIDGESHIRE	Rural Districts	RDA	10025072		12913	14932	3014	24066	5325	758	710	113	67	145	469	51	64	3182	271	374	49	39	304	5	0	4	1	3	13	124	8				71	56	51	455	60	1	24	154	268	39	254	74	412	51	236	82	168	32
424	CHESHIRE	CHESHIRE	CTOT	10152938		137762	124513	25332	187863	77795	14631	7318	702	1039	1511	3737	729	549	29242	2028	2499	438	1771	3861	631	94	261	823	87	18	1320	23232				1989	2600	1183	5236	2382	145	902	502	4999	1394	1687	2153	565	118	289	146	194	33
424	CHESHIRE	Altrincham	UD	10152938	10106709	3582	3272	715	4893	2079	366	231	15	13	46	104	24	10	778	153	159	17	81	18	143	19	51	39	1	1	24	22				127	16	47	227	89	2	7	9	205	69	55	105	580	112	323	150	194	34
424	CHESHIRE	Ashton upon Mersey	UD	10152938	10186821	1506	1474	274	2282	813	96	63	11	3	24	48	18	3	407	36	44	3	54	15	11	4	2	1	0	0	6	0				31	10	27	65	35	0	5	2	47	14	17	29	540	65	230	91	234	35
424	CHESHIRE	Bollington	UD	10152938	10167139	1154	956	219	1291	834	160	44	6	0	4	17	2	0	64	9	8	3	5	12	3	0	0	1	0	0	73	700				13	2	6	32	4	1	0	2	47	3	12	9	723	167	201	174	53	36
424	CHESHIRE	Bredbury and Romiley	UD	10152938	10027482	1648	1745	309	2369	1024	235	74	8	0	5	56	3	4	191	17	5	5	28	26	100	0	6	16	5	0	18	330				29	14	20	41	17	1	258	8	70	7	28	17	621	135	240	150	91	37
424	CHESHIRE	Cheadle and Gatley	UD	10152938	10144164	2319	1826	393	2982	1301	151	104	13	163	44	78	18	4	568	33	72	11	28	21	1	0	2	24	5	0	3	102				51	27	25	81	9	1	11	14	81	6	27	33	561	83	265	115	261	38
424	CHESHIRE	Congleton	MB	10152938	10025333	2418	2095	483	2681	1680	496	139	5	18	31	59	5	6	281	25	38	3	6	25	3	0	2	1	0	0	11	1047				36	4	24	146	194	0	1	7	103	11	32	191	695	237	288	246	105	39
424	CHESHIRE	Crewe	MB	10152938	10003349	7025	8773	1395	13517	2963	429	284	8	18	52	186	37	25	727	90	87	24	40	5	3	0	17	4	0	0	168	93				91	811	80	287	153	3	1	20	337	80	108	121	422	49	204	70	73	40
426	CHESHIRE	Dukinfield	MB	10152938	10027512	3661	3886	809	4443	2634	1044	235	9	1	17	87	6	0	167	57	24	10	25	5	19	0	10	58	5	9	53	2904				32	14	23	89	6	0	11	15	163	18	45	31	719	269	290	272	36	41
426	CHESHIRE	Ellesmere Port and Whitby	UD	10152938	10492233	1197	1852	174	2817	313	58	35	9	1	7	22	6	0	169	4	26	3	5	4	0	0	1	3	0	0	0	4				20	2	5	37	0	0	0	1	37	9	11	20	261	31	201	46	86	42
426	CHESHIRE	Hale	UD	10152938	10027524	2230	1602	318	2618	1356	84	92	10	6	37	97	21	6	961	19	23	7	30	3	11	10	2	2	0	0	5	5				43	9	17	81	15	0	1	2	45	22	10	32	608	52	289	92	494	43
426	CHESHIRE	Hazel Grove and Bramhall	UD	10152938	10137123	2097	1872	323	2636	1374	212	70	9	7	21	40	9	0	489	23	23	7	20	29	2	2	1	1	1	1	81	502				33	8	19	58	34	0	72	35	74	10	20	25	655	113	217	128	216	44
426	CHESHIRE	Hoole	UD	10152938	10003362	1047	1078	245	1771	491	61	47	6	23	8	36	9	3	208	22	10	2	12	15	0	0	0	2	0	0	2	3				22	13	23	102	3	2	0	1	42	7	4	19	469	57	192	82	170	45
426	CHESHIRE	Hoylake and West Kirby	UD	10152938	10492221	4094	2221	668	4201	2362	201	219	14	30	86	119	17	108	1511	57	133	13	35	16	3	9	9	5	1	0	2	6				49	8	34	115	5	2	1	14	130	163	32	55	577	90	328	145	523	46
426	CHESHIRE	Hyde	MB	10152938	10173802	6795	6635	1442	7518	4944	1968	442	11	11	42	117	13	1	330	106	92	15	71	23	10	3	12	45	29	1	337	4684				88	106	76	143	13	2	437	42	270	50	88	86	728	297	307	298	41	47
426	CHESHIRE	Knutsford	UD	10152938	10153980	1224	936	218	1518	683	103	74	10	18	13	38	6	12	432	32	65	7	9	7	1	1	1	0	0	0	11	4				17	3	8	63	1	0	1	2	40	11	21	26	558	110	339	153	381	48
426	CHESHIRE	Lower Bebington	UD	10152938	10109644	2025	2088	327	3180	1082	87	91	12	7	34	66	10	6	268	32	17	15	116	6	8	2	9	191	0	0	179	3				32	4	11	71	3	2	0	2	71	12	30	41	534	42	278	74	116	49
426	CHESHIRE	Macclesfield	MB	10152938	10137135	7978	6393	1806	7621	5761	2128	667	15	126	75	171	33	9	569	214	135	27	79	26	39	0	12	4	1	0	120	4368				113	28	76	342	1301	38	2	19	329	60	111	114	722	333	369	341	68	50
426	CHESHIRE	Marple	UD	10152938	10220749	1603	1260	247	1734	1113	199	64	12	4	10	48	11	0	309	22	9	9	16	21	2	2	0	1	0	0	1	702				22	3	7	53	1	1	1	6	70	9	16	8	694	158	259	175	194	51
426	CHESHIRE	Nantwich	UD	10152938	10137147	1661	1329	344	1540	1069	580	145	5	8	10	40	11	20	237	23	18	10	4	3	2	0	6	0	0	0	2	7				26	1047	25	61	7	54	3	4	74	27	33	27	644	436	422	433	140	52
426	CHESHIRE	Northwich	UD	10152938	10027548	2967	3383	533	5399	1191	178	115	14	14	34	112	21	2	513	41	23	10	29	4	1	0	10	3	0	0	2	42				81	8	32	151	63	0	0	7	136	31	39	61	401	53	216	75	134	53
426	CHESHIRE	Runcorn	UD	10152938	10062263	2731	3215	556	5343	874	172	113	6	6	15	77	11	8	367	34	27	15	8	3	29	0	2	4	0	1	15	3				32	3	37	165	7	3	2	14	147	22	33	63	320	53	203	76	97	54
426	CHESHIRE	Sale	UD	10152938	10027550	3270	2911	611	4824	1619	191	158	18	13	38	99	33	13	821	73	65	6	104	29	24	0	9	8	1	0	7	16				66	15	39	125	87	1	2	5	127	40	18	66	495	66	259	99	230	55
426	CHESHIRE	Sandbach	UD	10152938	10153992	1031	1049	227	1630	545	71	61	4	1	7	28	4	11	169	20	7	8	6	16	1	0	1	4	1	0	14	154				15	3	7	76	4	13	0	0	56	3	17	27	529	68	269	103	128	56
426	CHESHIRE	Stalybridge	MB	10152938	10137093	5381	5102	1287	5692	4059	1598	421	2	9	28	118	6	4	352	103	37	30	14	17	28	0	12	9	0	1	12	4493				70	23	40	139	15	0	9	31	256	48	94	78	754	313	327	316	55	57
426	CHESHIRE	Wallasey	MB	10152938	10094148	17378	14321	3562	24871	8579	873	938	198	112	273	633	232	97	3790	304	430	55	692	11	13	8	39	37	35	2	47	56				450	47	214	647	56	3	28	58	733	466	185	439	494	61	263	101	224	58
426	CHESHIRE	Wilmslow	UD	10152938	10109670	1949	1500	347	2462	1102	130	102	10	2	24	49	13	3	646	33	111	6	12	33	1	0	7	0	0	0	0	92				34	7	13	105	9	0	1	4	68	11	12	28	565	87	294	126	332	59
426	CHESHIRE	Winsford	UD	10152938	10137160	1860	2037	356	2979	973	195	106	8	3	15	50	8	0	209	14	20	5	3	42	0	0	1	239	0	0	4	255				37	73	24	70	19	0	0	3	104	5	32	31	523	96	298	126	88	60
426	CHESHIRE	Other Urban Districts	UDA	10152938		8930	7267	1424	10982	5346	883	410	41	11	85	228	45	69	2722	115	198	29	58	160	20	8	5	31	0	0	35	1536				104	23	49	332	39	2	8	89	297	59	114	127	599	122	288	149	298	61
426	CHESHIRE	Rural Districts	RDA	10152938		37001	32435	5720	52069	19631	1682	1774	213	411	426	914	97	125	10987	317	593	83	181	3266	153	26	32	90	2	2	88	1099				225	269	175	1332	193	14	40	86	840	121	443	244	531	52	310	91	279	62
426	CHESHIRE	BIRKENHEAD	CB	10152938	10027470	24714	22890	4941	37723	12091	1437	1294	143	178	288	760	252	134	5116	535	730	98	561	9	43	15	127	742	12	4	421	87				486	87	232	1188	66	16	23	110	1105	327	326	601	489	63	262	98	190	63
426	CHESHIRE	"CHESTER, CITY OF"	CB	10152938	10055398	8294	6676	1725	11196	4436	530	533	52	66	136	239	72	143	1897	194	192	60	112	33	6	2	42	13	2	1	23	11				204	108	116	521	28	15	10	18	365	183	236	399	535	79	309	127	221	64
426	CHESHIRE	STOCKPORT	CB	10152938	10109620	21107	21056	4733	26130	14477	4785	1504	58	170	132	411	83	16	1628	506	308	80	225	14	72	10	48	206	142	26	395	10210				391	430	207	593	143	4	1598	735	1052	138	289	446	686	227	318	244	64	65
426	CORNWALL	CORNWALL	CTOT	10024997		67018	61333	17537	108486	30428	2868	4106	469	294	662	1624	392	695	12460	1565	770	287	269	3519	11	5	58	642	8	12	30	252				1713	967	532	4065	199	73	18	86	2975	1120	648	982	454	47	234	88	157	66
426	CORNWALL	Bodmin	MB	10024997	10135862	1353	986	281	1870	608	74	68	9	104	10	25	4	12	223	31	18	9	6	12	0	0	0	0	0	0	0	0				46	25	19	84	7	1	1	0	47	12	15	30	449	75	242	112	215	67
426	CORNWALL	Camborne	UD	10024997	10135898	3271	2867	1260	5346	1674	127	251	18	4	21	83	19	12	405	120	36	19	24	51	0	0	2	382	0	1	3	6				125	43	48	191	17	0	0	3	228	52	29	110	512	44	199	92	104	68
426	CORNWALL	Falmouth	MB	10024997	10081531	3013	2286	667	4061	1563	165	177	11	13	44	65	33	123	678	86	41	17	26	3	1	0	9	2	1	0	5	7				96	66	23	177	8	1	1	0	138	126	44	60	519	72	265	116	234	69
426	CORNWALL	Paul	UD	10024997	10135928	1005	1147	226	1915	377	41	45	6	1	3	25	13	2	89	20	15	3	0	30	0	1	1	0	0	0	0	7				21	63	6	80	2	0	0	1	50	6	11	7	375	36	199	63	63	70
426	CORNWALL	Penzance	MB	10024997	10042331	3397	2440	795	4446	1770	169	247	17	9	50	74	33	89	694	104	59	13	24	2	0	2	10	1	1	2	2	2				132	120	47	184	14	4	2	2	210	146	55	82	521	69	311	129	221	71
426	CORNWALL	Redruth	UD	10024997	10054898	2364	1991	753	3643	1211	99	155	5	9	29	51	15	21	406	69	14	6	11	36	2	0	1	42	0	0	3	2				149	90	33	164	5	41	1	2	133	37	14	74	512	50	206	93	154	72
426	CORNWALL	St. Ives	MB	10024997	10026180	1500	1392	422	2411	698	102	103	5	3	8	36	22	36	245	42	21	10	4	19	0	0	2	1	0	0	0	39				58	40	15	92	1	0	0	3	92	67	22	20	465	73	244	113	134	73
426	CORNWALL	St. Just	UD	10024997	10061805	1074	1007	429	1987	413	38	72	11	1	2	29	4	0	139	32	1	7	2	73	0	0	0	0	0	0	0	0				18	13	1	79	5	0	0	0	76	12	6	12	385	38	168	77	100	74
426	CORNWALL	"Truro, City of"	MB	10024997	10173383	2888	1958	655	3644	1561	120	176	13	18	39	101	17	54	521	81	60	18	34	3	0	1	10	4	0	8	9	4				116	97	35	205	20	1	5	27	179	46	42	89	540	61	269	113	193	75
426	CORNWALL	Other Urban Districts	UDA	10024997		12130	10049	2850	17618	6043	654	714	61	69	139	349	101	192	2643	319	232	73	66	157	3	0	10	26	5	0	7	51				446	129	145	822	37	5	8	21	606	313	150	226	498	65	251	106	199	76
426	CORNWALL	Rural Districts	RDA	10024997		35023	35210	9199	61545	14510	1279	2098	313	63	317	786	131	154	6417	661	273	112	72	3133	5	1	13	184	1	1	1	134				506	281	160	1987	83	20	0	27	1216	303	260	272	414	36	228	76	142	77
426	CUMBERLAND	CUMBERLAND	CTOT	10134810		53062	44920	10198	77869	24976	2397	2938	289	321	408	1536	218	437	8874	980	521	234	405	2968	388	16	76	22	12	0	430	1986				619	203	422	2782	358	11	110	895	2015	749	955	1071	471	53	288	97	155	78
426	CUMBERLAND	Arlecdon and Frizington	UD	10134810	10137172	797	876	242	1640	205	24	46	3	0	3	25	4	2	87	10	2	3	3	18	0	0	0	0	0	0	0	13				8	0	5	42	0	0	0	1	29	1	6	10	257	27	190	63	80	79
426	CUMBERLAND	"Carlisle, City of"	MB	10134810	10173826	10237	7901	1987	12895	6114	526	590	24	80	114	279	50	112	960	244	160	55	207	63	361	5	33	11	4	0	282	1253				164	75	121	517	256	4	82	720	452	151	147	244	597	67	297	113	94	80
426	CUMBERLAND	Cleator Moor	UD	10134810	10034528	1583	1370	322	2556	610	51	58	6	0	5	43	13	3	130	11	2	7	8	12	0	0	1	0	0	0	0	232				20	1	8	83	1	0	0	3	62	16	34	18	385	37	180	64	80	81
426	CUMBERLAND	Cockermouth	UD	10134810	10055404	1106	839	293	1407	637	94	100	5	13	9	31	6	7	210	44	12	13	15	4	1	0	2	0	0	0	4	185				17	1	9	61	5	1	0	13	69	27	32	35	576	112	341	171	179	82
426	CUMBERLAND	Egremont	UD	10134810	10137184	1002	1136	229	1952	325	52	38	3	0	1	48	3	2	110	17	2	0	3	19	1	1	3	0	0	0	2	10				12	1	11	73	1	0	0	0	43	11	25	13	324	46	166	66	86	83
426	CUMBERLAND	Maryport	UD	10134810	10221262	1980	2097	411	3549	754	87	98	10	3	13	69	10	14	293	36	6	5	10	9	0	0	0	0	0	0	3	6				26	9	34	126	8	0	0	7	101	17	31	93	381	41	238	74	118	84
426	CUMBERLAND	Millom	UD	10134810	10167140	1501	1601	295	2861	435	59	42	2	4	10	68	3	6	144	9	3	2	6	0	0	1	0	0	0	0	2	3				26	1	19	96	2	1	0	3	71	4	27	23	290	37	142	53	79	85
426	CUMBERLAND	Penrith	UD	10134810	10137196	2007	1510	435	2669	1013	118	152	10	6	16	62	13	24	401	76	26	10	24	30	0	2	5	0	2	0	0	8				51	23	36	161	7	0	2	5	125	62	46	50	505	78	349	139	191	86
426	CUMBERLAND	Whitehaven	MB	10134810	10074666	3536	3181	819	5445	1669	196	226	13	25	40	116	22	33	576	115	41	22	23	14	0	5	5	3	3	0	85	5				79	7	41	171	12	0	4	13	180	39	119	280	472	62	276	106	145	87
426	CUMBERLAND	Workington	MB	10134810	10003404	4280	4467	796	7669	1471	236	167	26	9	34	156	25	26	590	61	45	18	20	11	0	2	8	2	0	0	7	8				65	4	47	226	5	1	0	9	250	45	80	94	344	53	210	77	116	88
426	CUMBERLAND	Other Urban Districts	UDA	10134810		4191	3399	821	6113	1823	220	255	19	19	24	133	24	58	676	64	36	16	19	171	3	0	5	0	0	0	12	87				52	66	22	229	14	1	0	66	165	154	96	67	435	65	311	113	152	89
426	CUMBERLAND	Rural Districts	RDA	10134810		20842	16543	3548	29113	9920	734	1166	168	162	139	506	45	150	4697	293	186	83	67	2617	22	0	14	6	3	0	33	176				99	15	69	997	47	3	22	55	468	222	312	144	476	44	329	95	215	90
428	DERBYSHIRE	DERBYSHIRE	CTOT	10061428		92080	103560	15877	156966	44117	6660	3774	408	361	818	2778	350	818	14210	1036	910	327	501	2118	203	63	139	79	27	28	719	15853				1042	264	582	3126	556	334	29	191	2637	751	1256	2037	479	64	238	87	119	91
428	DERBYSHIRE	Alfreton	UD	10061428	10062287	2519	3767	441	5726	783	144	74	13	0	21	71	12	5	354	29	36	5	9	15	0	0	3	0	0	1	5	65				47	9	22	113	7	0	0	5	68	10	33	43	311	38	168	52	86	92
428	DERBYSHIRE	Belper	UD	10061428	10023749	2186	2121	384	3035	1380	173	103	4	19	11	70	9	14	235	18	16	5	18	15	2	0	3	8	0	0	9	972				24	4	8	46	9	1	1	0	67	16	25	27	631	82	268	110	94	93
428	DERBYSHIRE	Bolsover	UD	10061428	10027627	1466	2020	156	3204	325	85	28	5	2	8	38	8	4	194	25	2	4	2	11	0	0	0	1	0	0	0	2				15	0	3	41	2	0	0	11	32	7	11	10	222	42	179	52	91	94
428	DERBYSHIRE	Buxton	UD	10061428	10001377	2987	1639	405	2923	1775	182	151	10	50	66	88	18	284	793	30	54	37	28	2	1	0	6	7	1	0	5	11				56	5	31	92	8	0	4	11	82	221	47	60	594	111	373	163	409	95
428	DERBYSHIRE	Chesterfield	MB	10061428	10027603	6399	6920	1133	10447	3337	420	248	14	67	74	195	56	35	946	129	33	25	65	15	20	46	17	7	0	0	419	620				118	91	72	209	12	16	7	15	237	77	110	258	521	61	219	83	123	96
428	DERBYSHIRE	Clay Cross	UD	10061428	10003441	1108	1539	223	2455	312	70	33	4	0	6	50	8	0	155	12	1	5	3	4	0	0	1	2	0	0	0	22				14	1	6	36	2	0	0	0	46	3	18	16	282	45	148	58	88	97
428	DERBYSHIRE	Glossop	MB	10061428	10055416	4781	4141	1030	4501	3612	1548	291	14	16	24	107	9	7	311	42	51	9	20	24	11	0	5	1	1	0	120	4179				39	5	44	117	3	1	0	22	194	17	31	27	755	374	283	356	60	98
428	DERBYSHIRE	Heanor	UD	10061428	10135187	3003	3815	442	5448	1563	170	79	5	1	19	88	5	7	264	18	27	2	16	7	3	0	0	0	0	2	1	910				31	5	19	104	6	0	0	4	97	13	25	133	520	45	179	58	62	99
428	DERBYSHIRE	Ilkeston	MB	10061428	10137202	4925	5895	726	8345	2658	387	156	13	4	31	124	37	10	453	52	61	4	22	0	36	0	3	4	14	0	2	1710				73	14	50	170	7	0	7	0	150	30	64	56	540	66	215	82	70	100
428	DERBYSHIRE	Long Eaton	UD	10061428	10003052	3268	3842	390	5210	2015	189	86	7	1	32	78	14	26	273	28	17	9	60	3	8	0	3	2	0	0	1	1328				37	6	29	128	4	0	2	2	100	12	40	40	617	49	221	65	66	101
428	DERBYSHIRE	Matlock	UD	10061428	10109310	1494	1222	321	2062	803	85	87	13	11	49	31	11	131	257	12	35	28	16	11	0	0	4	0	1	0	1	96				26	6	13	58	9	1	1	0	33	44	35	42	537	70	271	111	182	102
428	DERBYSHIRE	New Mills	UD	10061428	10003064	1592	1771	291	2387	1047	155	65	4	3	10	33	4	2	125	7	7	5	8	21	21	0	1	1	0	0	32	747				31	6	7	38	3	2	0	5	57	8	37	42	658	88	223	107	61	103
428	DERBYSHIRE	Ripley	UD	10061428	10109334	1802	2283	288	3409	844	69	51	6	2	12	62	18	2	218	25	4	3	12	8	0	0	6	0	0	16	0	290				19	4	20	74	1	0	0	2	41	7	19	93	468	30	177	47	86	104
428	DERBYSHIRE	Swadlincote District	UD	10061428	10061076	2620	3489	451	5310	992	166	92	9	0	21	79	5	2	323	34	5	6	6	5	0	0	1	0	0	0	3	1				40	10	12	115	0	2	0	1	94	1	43	432	379	48	204	65	83	105
428	DERBYSHIRE	Whittington and Newbold	UD	10061428	10055325	2527	3267	377	4951	1021	123	76	5	6	17	75	10	0	289	30	6	3	12	15	5	2	10	26	0	8	42	29				43	26	21	87	7	0	2	47	106	9	27	255	404	38	202	55	81	106
428	DERBYSHIRE	Other Urban Districts	UDA	10061428		6373	6205	1268	9879	3183	447	337	47	40	67	209	25	114	1155	119	127	41	34	129	19	5	21	3	9	0	26	560				84	10	47	239	282	2	1	6	185	109	141	111	499	72	266	105	149	107
428	DERBYSHIRE	Rural Districts	RDA	10061428		43030	49624	7551	77674	18467	2247	1817	235	139	350	1380	101	175	7865	426	428	136	170	1833	77	10	55	17	1	1	53	4311				345	62	178	1459	194	309	4	60	1048	167	550	392	429	45	241	71	135	108
